2017-03-01, 00:00:00, 3231.0, 3315.0, 3230.0, 3290.0
2017-03-02, 00:00:00, 3290.0, 3320.0, 3275.0, 3290.0
2017-03-03, 00:00:00, 3290.0, 3296.0, 3186.0, 3243.0
2017-03-06, 00:00:00, 3242.0, 3251.0, 3154.0, 3161.0
2017-03-07, 00:00:00, 3155.0, 3204.0, 3143.0, 3182.0
2017-03-08, 00:00:00, 3183.0, 3194.0, 3115.0, 3120.0
2017-03-09, 00:00:00, 3118.0, 3132.0, 3053.0, 3103.0
2017-03-10, 00:00:00, 3098.0, 3135.0, 3088.0, 3102.0
2017-03-13, 00:00:00, 3102.0, 3213.0, 3055.0, 3213.0
2017-03-14, 00:00:00, 3219.0, 3221.0, 3152.0, 3169.0
2017-03-15, 00:00:00, 3172.0, 3337.0, 3156.0, 3305.0
2017-03-16, 00:00:00, 3305.0, 3333.0, 3262.0, 3329.0
2017-03-17, 00:00:00, 3335.0, 3337.0, 3222.0, 3247.0
2017-03-20, 00:00:00, 3245.0, 3300.0, 3200.0, 3216.0
2017-03-21, 00:00:00, 3227.0, 3227.0, 3112.0, 3119.0
2017-03-22, 00:00:00, 3111.0, 3124.0, 2990.0, 2995.0
2017-03-23, 00:00:00, 3000.0, 3047.0, 2983.0, 2988.0
2017-03-24, 00:00:00, 2980.0, 3044.0, 2961.0, 2992.0
2017-03-27, 00:00:00, 2994.0, 2998.0, 2866.0, 2909.0
2017-03-28, 00:00:00, 2903.0, 2953.0, 2889.0, 2901.0
2017-03-29, 00:00:00, 2901.0, 3018.0, 2901.0, 3013.0
2017-03-30, 00:00:00, 3013.0, 3036.0, 2985.0, 3007.0
2017-03-31, 00:00:00, 3015.0, 3103.0, 2977.0, 3020.0
2017-04-05, 00:00:00, 3097.0, 3129.0, 3032.0, 3071.0
2017-04-06, 00:00:00, 3077.0, 3098.0, 3039.0, 3050.0
2017-04-07, 00:00:00, 3030.0, 3030.0, 2893.0, 2934.0
2017-04-10, 00:00:00, 2924.0, 2944.0, 2880.0, 2891.0
2017-04-11, 00:00:00, 2888.0, 2924.0, 2860.0, 2883.0
2017-04-12, 00:00:00, 2880.0, 2891.0, 2815.0, 2819.0
2017-04-13, 00:00:00, 2814.0, 2885.0, 2802.0, 2847.0
2017-04-14, 00:00:00, 2850.0, 2909.0, 2832.0, 2860.0
2017-04-17, 00:00:00, 2860.0, 2897.0, 2800.0, 2810.0
2017-04-18, 00:00:00, 2812.0, 2830.0, 2718.0, 2729.0
2017-04-19, 00:00:00, 2735.0, 2753.0, 2718.0, 2745.0
2017-04-20, 00:00:00, 2746.0, 2801.0, 2685.0, 2795.0
2017-04-21, 00:00:00, 2800.0, 2878.0, 2774.0, 2835.0
2017-04-24, 00:00:00, 2825.0, 2853.0, 2765.0, 2832.0
2017-04-25, 00:00:00, 2825.0, 2857.0, 2809.0, 2846.0
2017-04-26, 00:00:00, 2848.0, 2913.0, 2834.0, 2858.0
2017-04-27, 00:00:00, 2863.0, 2900.0, 2850.0, 2897.0
2017-04-28, 00:00:00, 2915.0, 2973.0, 2884.0, 2969.0
2017-05-02, 00:00:00, 3000.0, 3016.0, 2973.0, 3005.0
2017-05-03, 00:00:00, 3009.0, 3016.0, 2962.0, 2984.0
2017-05-04, 00:00:00, 2973.0, 2978.0, 2776.0, 2789.0
2017-05-05, 00:00:00, 2800.0, 2815.0, 2740.0, 2772.0
2017-05-08, 00:00:00, 2783.0, 2847.0, 2741.0, 2796.0
2017-05-09, 00:00:00, 2792.0, 2812.0, 2760.0, 2791.0
2017-05-10, 00:00:00, 2782.0, 2834.0, 2780.0, 2829.0
2017-05-11, 00:00:00, 2840.0, 2866.0, 2750.0, 2834.0
2017-05-12, 00:00:00, 2829.0, 2840.0, 2733.0, 2734.0
2017-05-15, 00:00:00, 2740.0, 2806.0, 2716.0, 2769.0
2017-05-16, 00:00:00, 2775.0, 2786.0, 2742.0, 2762.0
2017-05-17, 00:00:00, 2768.0, 2862.0, 2758.0, 2858.0
2017-05-18, 00:00:00, 2861.0, 2880.0, 2817.0, 2859.0
2017-05-19, 00:00:00, 2841.0, 2950.0, 2810.0, 2947.0
2017-05-22, 00:00:00, 2947.0, 3085.0, 2942.0, 3038.0
2017-05-23, 00:00:00, 3053.0, 3062.0, 2991.0, 3003.0
2017-05-24, 00:00:00, 2998.0, 3035.0, 2925.0, 2978.0
2017-05-25, 00:00:00, 2978.0, 3025.0, 2945.0, 2946.0
2017-05-26, 00:00:00, 2947.0, 2976.0, 2902.0, 2967.0
2017-05-31, 00:00:00, 2980.0, 3013.0, 2838.0, 2844.0
2017-06-01, 00:00:00, 2845.0, 2869.0, 2805.0, 2835.0
2017-06-02, 00:00:00, 2836.0, 2847.0, 2778.0, 2781.0
2017-06-05, 00:00:00, 2770.0, 2789.0, 2701.0, 2701.0
2017-06-06, 00:00:00, 2697.0, 2766.0, 2688.0, 2754.0
2017-06-07, 00:00:00, 2750.0, 2788.0, 2741.0, 2762.0
2017-06-08, 00:00:00, 2763.0, 2802.0, 2727.0, 2775.0
2017-06-09, 00:00:00, 2771.0, 2835.0, 2767.0, 2833.0
2017-06-12, 00:00:00, 2841.0, 2859.0, 2802.0, 2844.0
2017-06-13, 00:00:00, 2845.0, 2859.0, 2770.0, 2770.0
2017-06-14, 00:00:00, 2768.0, 2866.0, 2761.0, 2865.0
2017-06-15, 00:00:00, 2860.0, 2908.0, 2813.0, 2904.0
2017-06-16, 00:00:00, 2900.0, 2939.0, 2887.0, 2900.0
2017-06-19, 00:00:00, 2904.0, 2985.0, 2902.0, 2956.0
2017-06-20, 00:00:00, 2959.0, 2962.0, 2902.0, 2921.0
2017-06-21, 00:00:00, 2908.0, 2915.0, 2856.0, 2897.0
2017-06-22, 00:00:00, 2907.0, 2952.0, 2881.0, 2882.0
2017-06-23, 00:00:00, 2892.0, 2936.0, 2882.0, 2932.0
2017-06-26, 00:00:00, 2932.0, 2956.0, 2913.0, 2954.0
2017-06-27, 00:00:00, 2954.0, 3024.0, 2942.0, 3022.0
2017-06-28, 00:00:00, 3027.0, 3098.0, 3025.0, 3080.0
2017-06-29, 00:00:00, 3084.0, 3138.0, 3065.0, 3105.0
2017-06-30, 00:00:00, 3101.0, 3131.0, 3079.0, 3123.0
2017-07-03, 00:00:00, 3122.0, 3186.0, 3113.0, 3186.0
2017-07-04, 00:00:00, 3185.0, 3201.0, 3100.0, 3113.0
2017-07-05, 00:00:00, 3128.0, 3207.0, 3121.0, 3171.0
2017-07-06, 00:00:00, 3155.0, 3168.0, 3108.0, 3161.0
2017-07-07, 00:00:00, 3160.0, 3220.0, 3129.0, 3213.0
2017-07-10, 00:00:00, 3210.0, 3274.0, 3206.0, 3234.0
2017-07-11, 00:00:00, 3235.0, 3349.0, 3231.0, 3323.0
2017-07-12, 00:00:00, 3328.0, 3383.0, 3312.0, 3339.0
2017-07-13, 00:00:00, 3340.0, 3449.0, 3330.0, 3448.0
2017-07-14, 00:00:00, 3450.0, 3452.0, 3333.0, 3351.0
2017-07-17, 00:00:00, 3338.0, 3450.0, 3335.0, 3422.0
2017-07-18, 00:00:00, 3420.0, 3440.0, 3368.0, 3383.0
2017-07-19, 00:00:00, 3388.0, 3467.0, 3374.0, 3465.0
2017-07-20, 00:00:00, 3459.0, 3463.0, 3303.0, 3309.0
2017-07-21, 00:00:00, 3318.0, 3349.0, 3288.0, 3327.0
2017-07-24, 00:00:00, 3330.0, 3368.0, 3280.0, 3329.0
2017-07-25, 00:00:00, 3330.0, 3407.0, 3308.0, 3387.0
2017-07-26, 00:00:00, 3399.0, 3479.0, 3395.0, 3437.0
2017-07-27, 00:00:00, 3429.0, 3459.0, 3385.0, 3442.0
2017-07-28, 00:00:00, 3435.0, 3490.0, 3415.0, 3435.0
2017-07-31, 00:00:00, 3450.0, 3604.0, 3441.0, 3596.0
2017-08-01, 00:00:00, 3580.0, 3610.0, 3545.0, 3559.0
2017-08-02, 00:00:00, 3549.0, 3644.0, 3531.0, 3627.0
2017-08-03, 00:00:00, 3650.0, 3713.0, 3620.0, 3705.0
2017-08-04, 00:00:00, 3718.0, 3795.0, 3693.0, 3774.0
2017-08-07, 00:00:00, 3780.0, 4013.0, 3755.0, 3928.0
2017-08-08, 00:00:00, 3921.0, 3996.0, 3841.0, 3884.0
2017-08-09, 00:00:00, 3891.0, 4008.0, 3867.0, 4006.0
2017-08-10, 00:00:00, 3988.0, 4016.0, 3915.0, 3964.0
2017-08-11, 00:00:00, 3945.0, 3993.0, 3812.0, 3862.0
2017-08-14, 00:00:00, 3861.0, 3894.0, 3786.0, 3807.0
2017-08-15, 00:00:00, 3800.0, 3809.0, 3695.0, 3747.0
2017-08-16, 00:00:00, 3742.0, 3769.0, 3696.0, 3707.0
2017-08-17, 00:00:00, 3726.0, 3860.0, 3721.0, 3809.0
